# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
ip-10-145-11-135.us-west-1.compute.internal;60;1440051369;20289664;231169896;91.93;0;223057748;8900264;3.54;198930256;24191268;364000
ip-10-145-11-135.us-west-1.compute.internal;60;1440051429;16307648;235151912;93.51;0;226743532;9179284;3.65;199549416;27536384;105352
ip-10-145-11-135.us-west-1.compute.internal;60;1440051489;11844708;239614852;95.29;0;230814500;9562932;3.80;203254024;28285804;8252
ip-10-145-11-135.us-west-1.compute.internal;60;1440051549;5565896;245893664;97.79;0;237227576;9427952;3.75;223015956;14802056;191716
ip-10-145-11-135.us-west-1.compute.internal;60;1440051609;2821976;248637584;98.88;0;239959532;9437064;3.75;225599000;14957128;56
ip-10-145-11-135.us-west-1.compute.internal;60;1440051669;5275360;246184200;97.90;0;237974436;8971584;3.57;224920184;13185820;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440051729;3749348;247710212;98.51;0;239466260;9014568;3.58;226739880;12895920;152
ip-10-145-11-135.us-west-1.compute.internal;60;1440051789;2161172;249298388;99.14;0;240980904;9092232;3.62;229155428;12066312;72
ip-10-145-11-135.us-west-1.compute.internal;60;1440051849;635248;250824312;99.75;0;242356112;9240036;3.67;229200284;13542960;5436
ip-10-145-11-135.us-west-1.compute.internal;60;1440051909;620964;250838596;99.75;0;242192300;9438096;3.75;220277384;22505536;5352
ip-10-145-11-135.us-west-1.compute.internal;60;1440051969;612104;250847456;99.76;0;242142560;9487360;3.77;221912172;20880424;30104
ip-10-145-11-135.us-west-1.compute.internal;60;1440052029;610876;250848684;99.76;0;242139080;9486760;3.77;223698440;19090644;37964
ip-10-145-11-135.us-west-1.compute.internal;60;1440052089;618380;250841180;99.75;0;242129032;9486632;3.77;224786276;17993628;42436
ip-10-145-11-135.us-west-1.compute.internal;60;1440052149;630724;250828836;99.75;0;242117720;9487128;3.77;225201332;17564632;39212
ip-10-145-11-135.us-west-1.compute.internal;60;1440052209;617180;250842380;99.75;0;242130552;9487484;3.77;225826596;16951896;37568
ip-10-145-11-135.us-west-1.compute.internal;60;1440052269;607072;250852488;99.76;0;242140440;9487772;3.77;226298384;16493200;33820
ip-10-145-11-135.us-west-1.compute.internal;60;1440052329;618800;250840760;99.75;0;242131740;9488224;3.77;226470236;16312528;32332
ip-10-145-11-135.us-west-1.compute.internal;60;1440052389;615596;250843964;99.76;0;242132824;9488036;3.77;226431916;16350904;30624
ip-10-145-11-135.us-west-1.compute.internal;60;1440052449;617328;250842232;99.75;0;242132700;9487396;3.77;226211364;16569572;27988
ip-10-145-11-135.us-west-1.compute.internal;60;1440052509;608744;250850816;99.76;0;242139444;9491164;3.77;226221336;16568200;23104
ip-10-145-11-135.us-west-1.compute.internal;60;1440052569;617660;250841900;99.75;0;242130528;9488732;3.77;225730704;17049284;17636
ip-10-145-11-135.us-west-1.compute.internal;60;1440052629;618776;250840784;99.75;0;242129892;9488140;3.77;225546996;17232124;29868
ip-10-145-11-135.us-west-1.compute.internal;60;1440052689;622180;250837380;99.75;0;242125548;9487448;3.77;225873160;16903572;25400
ip-10-145-11-135.us-west-1.compute.internal;60;1440052749;616692;250842868;99.75;0;242141328;9488212;3.77;220894564;21894748;27220
ip-10-145-11-135.us-west-1.compute.internal;60;1440052809;637496;250822064;99.75;0;242119736;9487844;3.77;220958044;21810968;24960
ip-10-145-11-135.us-west-1.compute.internal;60;1440052869;633296;250826264;99.75;0;242133288;9488072;3.77;218672564;24110772;21300
ip-10-145-11-135.us-west-1.compute.internal;60;1440052929;633644;250825916;99.75;0;242133272;9487996;3.77;218798368;23984308;312
ip-10-145-11-135.us-west-1.compute.internal;60;1440052989;2943940;248515620;98.83;0;240414960;8902284;3.54;224199796;16280800;17952
ip-10-145-11-135.us-west-1.compute.internal;60;1440053049;2656936;248802624;98.94;0;240702528;8902304;3.54;229448316;11320096;5084
ip-10-145-11-135.us-west-1.compute.internal;60;1440053109;2607280;248852280;98.96;0;240751680;8903940;3.54;231591440;9227308;32648
ip-10-145-11-135.us-west-1.compute.internal;60;1440053169;2597736;248861824;98.97;0;240760208;8904772;3.54;232423540;8405304;25120
ip-10-145-11-135.us-west-1.compute.internal;60;1440053229;2586312;248873248;98.97;0;240768440;8904856;3.54;232739176;8097476;15608
ip-10-145-11-135.us-west-1.compute.internal;60;1440053289;2578292;248881268;98.97;0;240775992;8905544;3.54;232866628;7978064;4112
ip-10-145-11-135.us-west-1.compute.internal;60;1440053349;2572332;248887228;98.98;0;240784544;8906188;3.54;232919524;7932556;27688
ip-10-145-11-135.us-west-1.compute.internal;60;1440053409;2107512;249352048;99.16;0;240788040;9383304;3.73;233408328;7919496;2024
ip-10-145-11-135.us-west-1.compute.internal;60;1440053469;2038464;249421096;99.19;0;240788640;9437828;3.75;233467940;7913444;1124
ip-10-145-11-135.us-west-1.compute.internal;60;1440053529;1340740;250118820;99.47;0;241827752;9111424;3.62;233184092;8913152;108952
ip-10-145-11-135.us-west-1.compute.internal;60;1440053589;620764;250838796;99.75;0;239906148;11855640;4.71;214463672;28453028;15172
ip-10-145-11-135.us-west-1.compute.internal;60;1440053649;611996;250847564;99.76;0;237065328;14757800;5.87;207419528;35555680;15236
ip-10-145-11-135.us-west-1.compute.internal;60;1440053709;625856;250833704;99.75;0;234324424;17538444;6.97;203682248;39335336;464
ip-10-145-11-135.us-west-1.compute.internal;60;1440053769;612112;250847448;99.76;0;231774752;20152788;8.01;200442100;42638196;468
ip-10-145-11-135.us-west-1.compute.internal;60;1440053829;608336;250851224;99.76;0;229311320;22657176;9.01;200270272;42854968;264
ip-10-145-11-135.us-west-1.compute.internal;60;1440053889;629828;250829732;99.75;0;228407872;23558060;9.37;198955664;44162276;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440053949;620680;250838880;99.75;0;228439520;23558672;9.37;192624836;50522536;11632
ip-10-145-11-135.us-west-1.compute.internal;60;1440054009;628072;250831488;99.75;0;228531732;23544752;9.36;195042724;48193036;36
ip-10-145-11-135.us-west-1.compute.internal;60;1440054069;634016;250825544;99.75;0;228604688;23545652;9.36;189962036;53347572;44
ip-10-145-11-135.us-west-1.compute.internal;60;1440054129;620992;250838568;99.75;0;228710768;23546004;9.36;193895400;49519328;24
ip-10-145-11-135.us-west-1.compute.internal;60;1440054189;14689380;236770180;94.16;0;229276976;8946452;3.56;180118752;49274384;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440054249;13171076;238288484;94.76;0;230798564;8947204;3.56;182825412;48092060;32
ip-10-145-11-135.us-west-1.compute.internal;60;1440054309;12568756;238890804;95.00;0;231400996;8946448;3.56;185535008;45984184;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440054369;9801720;241657840;96.10;0;234030232;9082252;3.61;187676088;46608584;2537844
ip-10-145-11-135.us-west-1.compute.internal;60;1440054429;4247456;247212104;98.31;0;239409516;9204568;3.66;189591708;50195148;1528248
ip-10-145-11-135.us-west-1.compute.internal;60;1440054489;614552;250845008;99.76;0;242780264;9330980;3.71;173455620;69826196;919504
ip-10-145-11-135.us-west-1.compute.internal;60;1440054549;604948;250854612;99.76;0;242716796;9393644;3.74;169748604;73534392;145792
ip-10-145-11-135.us-west-1.compute.internal;60;1440054609;616264;250843296;99.75;0;242704304;9394388;3.74;181197172;62074036;133472
ip-10-145-11-135.us-west-1.compute.internal;60;1440054669;608928;250850632;99.76;0;242708852;9394444;3.74;182658276;60617488;135180
ip-10-145-11-135.us-west-1.compute.internal;60;1440054729;3284716;248174844;98.69;0;240028136;9399448;3.74;187991524;52605124;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440054789;6787772;244671788;97.30;0;236524248;9400032;3.74;190866176;46228632;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440054849;10310632;241148928;95.90;0;233029680;9399620;3.74;191994620;41603468;52
ip-10-145-11-135.us-west-1.compute.internal;60;1440054909;13776564;237682996;94.52;0;229544536;9398364;3.74;192541700;37572684;56
ip-10-145-11-135.us-west-1.compute.internal;60;1440054969;17459068;234000492;93.06;0;226040648;9397980;3.74;192888328;33722924;36
ip-10-145-11-135.us-west-1.compute.internal;60;1440055029;17308300;234151260;93.12;0;226314740;9413328;3.74;192918584;33982172;219784
ip-10-145-11-135.us-west-1.compute.internal;60;1440055089;16661436;234798124;93.37;0;226956648;9414256;3.74;192928380;34615248;209864
ip-10-145-11-135.us-west-1.compute.internal;60;1440055149;16011308;235448252;93.63;0;227607356;9414600;3.74;192938680;35256756;88144
ip-10-145-11-135.us-west-1.compute.internal;60;1440055209;15354840;236104720;93.89;0;228260472;9414828;3.74;192941276;35908260;21580
ip-10-145-11-135.us-west-1.compute.internal;60;1440055269;15230940;236228620;93.94;0;228376972;9414068;3.74;194239676;34723964;0
ip-10-145-11-135.us-west-1.compute.internal;60;1440055329;15221352;236238208;93.95;0;228383184;9413636;3.74;195541504;33429052;4
ip-10-145-11-135.us-west-1.compute.internal;60;1440055389;17462632;233996928;93.06;0;226059464;9500612;3.78;193333428;33390320;31012
ip-10-145-11-135.us-west-1.compute.internal;60;1440055449;15855812;235603748;93.69;0;227579148;9604280;3.82;193492964;34845956;529572
ip-10-145-11-135.us-west-1.compute.internal;60;1440055509;14097780;237361780;94.39;0;229284600;9657664;3.84;194384900;35716144;110252
ip-10-145-11-135.us-west-1.compute.internal;60;1440055569;12380352;239079208;95.08;0;230945320;9715652;3.86;195379240;36434636;734724
ip-10-145-11-135.us-west-1.compute.internal;60;1440055629;15767332;235692228;93.73;0;227958716;9313248;3.70;194976084;33449324;2002772
ip-10-145-11-135.us-west-1.compute.internal;60;1440055689;17325508;234134052;93.11;0;226027632;9684092;3.85;200505504;26359876;24
ip-10-145-11-135.us-west-1.compute.internal;60;1440055749;16811548;234648012;93.31;0;226514380;9709516;3.86;205720544;21666220;192192
