# hostname;interval;timestamp;pswpin/s;pswpout/s
ip-10-145-11-135.us-west-1.compute.internal;60;1440057733;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440057793;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440057853;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440057913;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440057973;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058033;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058093;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058153;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058213;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058273;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058333;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058393;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058453;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058513;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058573;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058633;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058693;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058753;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058813;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058873;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058933;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440058993;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059053;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059113;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059173;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059233;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059293;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059353;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059413;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059473;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059533;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059593;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059653;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059713;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059773;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059833;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059893;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440059953;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060013;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060073;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060133;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060193;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060253;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060313;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060373;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060433;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060493;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060553;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060613;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060673;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060733;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060793;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060853;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060913;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440060973;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061033;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061093;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061153;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061213;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061273;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061333;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061393;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061453;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061513;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061573;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061633;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061693;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061753;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061813;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061873;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061933;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440061993;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062053;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062113;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062173;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062233;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062293;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062353;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062413;0.00;0.00
ip-10-145-11-135.us-west-1.compute.internal;60;1440062473;0.00;0.00
